Respondent ID,Collector ID,Start Date,End Date,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:44,,,,,8571776574,24,Male,Male,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,77,Rarely,Very much so,One time a month,Three times a month,Occasionally,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,3,3,3,3,3,3,3,3,3,3,3,3,3,"6, Extremely disgusting","6, Extremely disgusting",2,1,1,"9, Strongly agree",5,"1, Strongly Disagree",4 – about once a month,3 – about once every two or three months,3 – about once every two or three months,4,3,2,2,5,5,5,3,3,4,3,3,4,4,4,2,3,5,4
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:44,,,,,7213021799,25,Male,Male,African,,Other (please specify),Eritrea,Christian,,,,Orthodox,,,,,,,,100,Often,Very much so,Once a week,More than once a week,Very often,5,4,"6, Extremely disgusting","6, Extremely disgusting",3,"0, Not disgusting at all",3,5,"0, Not disgusting at all",3,5,5,5,4,3,4,"6, Extremely disgusting",2,5,"6, Extremely disgusting",3,0,0,0,4,"1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,3,2,3,2,4,4,3,3,4,3,3,3,4,3,5,3,4,"6, Strongly agree",3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:44,,,,,7730275301,22,Female,Female,Latino/Hispanic,,Other (please specify),Colombia,Other (please specify),Agnostic ,,,,,,,,,,,5,Occasionally,Not very much,Never,Never,Rarely,3,5,"6, Extremely disgusting","6, Extremely disgusting",3,2,4,3,4,"6, Extremely disgusting",5,5,5,3,5,5,"6, Extremely disgusting","6, Extremely disgusting",4,2,"6, Extremely disgusting",1,3,3,"9, Strongly agree",5,5,2 – very seldom,2 – very seldom,1 – never,3,2,1,3,5,4,4,4,3,4,4,4,3,5,4,5,1,3,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:44,,,,,89452431,30,Female,Female,Latino/Hispanic,,Mexico,,Other (please specify),Catholic,,,,,,,,,,,5,Never,Moderately,Less often,Less often,Occasionally,"0, Not disgusting at all",3,3,5,"0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",3,5,2,3,5,2,3,4,"6, Extremely disgusting",3,3,2,3,0,5–6,5–6,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",5 – about once every two weeks,5 – about once every two weeks,7 – several times per week,3,1,1,2,5,5,4,4,3,1,2,1,2,4,3,4,1,3,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:44,,,,,8742254006,20,Female,female,White/Caucasian,,Other (please specify),Portuguese,Christian,,Catholic,,,,,,,,,,60,Often,Quite a bit,Three times a month,Once a week,Occasionally,5,4,4,"6, Extremely disgusting",2,2,4,3,"0, Not disgusting at all",5,2,"0, Not disgusting at all",3,5,3,3,"6, Extremely disgusting",2,3,2,3,1,1,0,4,2,5,5 – about once every two weeks,4 – about once a month,2 – very seldom,4,3,2,1,4,4,2,3,2,4,4,2,5,3,"6, Strongly agree",4,5,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:38,6/20/24 16:43,,,,,1586483668,29,Male,masculine,Latino/Hispanic,,Mexico,,Other (please specify),Atheist,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,4,"0, Not disgusting at all",3,"6, Extremely disgusting",3,5,"6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting",3,5,"6, Extremely disgusting",2,4,1,10–19,10–19,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",6 – about once a week,6 – about once a week,6 – about once a week,5,1,1,1,5,5,2,3,3,5,"6, Strongly agree","6, Strongly agree",5,"6, Strongly agree",4,"6, Strongly agree",4,5,5
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:43,,,,,385494730,61,Female,Female,White/Caucasian,,Canada,,Christian,,Catholic,,,,,,,,,,68,Rarely,Very much so,Less often,More than once a week,Very often,"0, Not disgusting at all","0, Not disgusting at all",5,4,"0, Not disgusting at all",4,3,2,3,4,3,4,2,3,4,4,5,2,4,2,2,1,1,2,"9, Strongly agree",8,2,1 – never,2 – very seldom,2 – very seldom,2,1,1,1,5,5,1,2,2,2,1,1,2,4,5,1,1,1,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:42,,,,,1740339961,40,Female,Woman,Other (please specify):,Indian,Other (please specify),South Africa,Christian,,,,,,,,,,,Full Gospel,100,Often,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,4,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,1,1,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,4,1,1,3,3,3,3,3,3,1,3,3,1,2,3,3,4,4,3
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:42,,,,,1482426098,72,Female,heterosexual,White/Caucasian,,Other (please specify),Portugal,Other (please specify),Pagan,,,,,,,,,,,50,Occasionally,Moderately,A few times a year,A few times a year,Occasionally,5,4,3,5,3,3,5,3,4,5,3,4,3,5,4,5,5,3,5,"6, Extremely disgusting",3,0,1,0,6,2,7,2 – very seldom,2 – very seldom,2 – very seldom,2,1,1,2,5,4,3,4,3,4,4,5,5,5,2,3,2,3,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:42,,,,,5385736068,21,Female,female,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,15,Occasionally,Not very much,Never,Never,Rarely,"0, Not disgusting at all",2,3,4,3,2,2,"0, Not disgusting at all","0, Not disgusting at all",2,3,4,5,"0, Not disgusting at all",2,3,5,3,3,2,3,0,0,0,7,3,6,2 – very seldom,1 – never,2 – very seldom,3,1,1,1,5,5,2,3,3,"0, Strongly disagree",2,4,3,3,4,4,3,4,3
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:42,,,,,4356193943,26,Male,Male,Black/British,,United Kingdom,,Christian,,Catholic,,,,,,,,,,70,Occasionally,Very much so,A few times a year,More than once a week,Very often,3,4,5,"6, Extremely disgusting",2,3,3,"0, Not disgusting at all",2,4,"0, Not disgusting at all",4,5,3,5,3,"6, Extremely disgusting","0, Not disgusting at all",3,"6, Extremely disgusting",4,1,1,1,4,"1, Strongly Disagree",5,3 – about once every two or three months,2 – very seldom,2 – very seldom,3,1,1,1,3,5,1,3,5,4,5,5,4,"6, Strongly agree",2,5,2,4,3
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:42,,,,,4523610013,63,Male,XY-MALE,White/Caucasian,,United States,,Christian,,,Protestant,,,,,,,,Evangelical,80,Often,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",3,5,5,2,1,0,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,4,3,3,3,3,3,3,2,5,5,2,2,5,2,5,2,5,5,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:42,,,,,9213584760,19,Female,Female,Rather not say,,Other (please specify),Slovakia ,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,5,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,3,3,3,3,5,5,5,3,5,4,"6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",0,0,0,"9, Strongly agree",8,"1, Strongly Disagree",4 – about once a month,5 – about once every two weeks,3 – about once every two or three months,3,1,1,1,5,4,1,"6, Strongly agree","0, Strongly disagree",3,5,5,3,4,3,5,2,2,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:42,,,,,4073829183,86,Male,male,White/Caucasian,,Other (please specify),australia,Christian,,Catholic,,,,,,,,,,1,Rarely,Not very much,Less often,Never,Rarely,"0, Not disgusting at all",2,3,3,4,2,3,4,"0, Not disgusting at all",5,"0, Not disgusting at all",2,3,"0, Not disgusting at all",3,3,4,"0, Not disgusting at all",5,5,"0, Not disgusting at all",0,4,7–9,"9, Strongly agree",7,"1, Strongly Disagree",3 – about once every two or three months,2 – very seldom,1 – never,2,2,3,2,5,4,2,2,5,5,1,3,4,"6, Strongly agree",4,3,3,4,4
1.10016E+11,270409977,6/20/24 16:38,6/20/24 16:42,,,,,6952420662,31,Male,Male ,White/Caucasian,,Canada,,Christian,,,Protestant,,,,,,,,,71,Occasionally,Quite a bit,Once a week,Once a week,Occasionally,5,4,4,"6, Extremely disgusting",3,4,"6, Extremely disgusting",3,2,4,3,5,"6, Extremely disgusting","6, Extremely disgusting",4,4,5,4,5,"6, Extremely disgusting","6, Extremely disgusting",2,1,1,7,7,4,5 – about once every two weeks,5 – about once every two weeks,5 – about once every two weeks,3,3,2,2,3,3,2,3,3,4,3,3,4,4,2,2,3,3,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:41,,,,,2660214372,28,Female,Female,Mixed,,Other (please specify),South African,Christian,,,,,,,,,,,Congregationalist,63,Occasionally,Very much so,Three times a month,Once a week,Very often,5,5,4,5,4,5,4,3,3,4,2,3,3,4,3,2,5,"6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",1,3,2,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",2 – very seldom,1 – never,1 – never,3,1,1,2,5,5,3,2,4,1,"0, Strongly disagree","6, Strongly agree",1,"6, Strongly agree",2,5,4,4,5
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:41,,,,,4749993679,26,Female,Female,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Less often,Rarely,2,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,3,2,3,5,3,"6, Extremely disgusting","6, Extremely disgusting",2,5,5,"6, Extremely disgusting",4,5,2,4,1,4,0,8,2,7,1 – never,1 – never,1 – never,3,1,1,1,5,5,2,4,2,4,3,5,5,5,3,5,3,3,5
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:41,,,,,6104598106,38,Female,woman,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,1,Never,Not very much,Never,Never,Never,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",5,4,2,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",4,"6, Extremely disgusting",1,1,1,"9, Strongly agree","1, Strongly Disagree",3,1 – never,1 – never,1 – never,4,4,2,2,5,4,3,4,2,4,5,"6, Strongly agree",3,"6, Strongly agree",4,"6, Strongly agree",2,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:41,,,,,4490720323,21,Female,female,African,,Other (please specify),South Africa,Christian,,,,,,,Methodist,,,,,100,Rarely,Very much so,One time a month,More than once a week,Very often,3,2,5,5,"0, Not disgusting at all",2,3,4,3,4,2,5,5,3,3,4,"6, Extremely disgusting",3,4,"6, Extremely disgusting",4,1,1,0,3,"1, Strongly Disagree","1, Strongly Disagree",2 – very seldom,1 – never,1 – never,4,1,2,3,5,5,4,1,"6, Strongly agree",1,1,1,3,4,5,2,5,5,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:41,,,,,1868318706,34,Female,Female,White/Caucasian,,United States,,Christian,,,,,,,,,,,Nondenominational,50,Occasionally,Very much so,Never,More than once a week,Never,2,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting",3,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting",3,5,"6, Extremely disgusting",4,0,0,0,5,"1, Strongly Disagree",7,2 – very seldom,1 – never,1 – never,3,1,3,1,5,4,3,3,3,3,3,4,4,3,5,4,3,5,4
1.10016E+11,270409977,6/20/24 16:37,6/20/24 16:41,,,,,498504105,18,Male,Male,White/Caucasian,,Other (please specify),Swedish,None,,,,,,,,,,,,10,Rarely,Not very much,Less often,Never,Never,"0, Not disgusting at all",2,5,5,2,2,"6, Extremely disgusting",4,2,4,4,3,4,2,4,3,4,4,2,2,2,0,0,0,7,8,5,6 – about once a week,2 – very seldom,2 – very seldom,4,4,3,4,4,4,3,4,4,5,4,3,4,4,5,4,4,5,4
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:41,,,,,3723062401,51,Female,Female,Other (please specify):,NZ Māori / Pākeha (European) mixed,Other (please specify),New Zealand,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,2,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting",2,3,"6, Extremely disgusting",3,3,"6, Extremely disgusting","0, Not disgusting at all",3,"6, Extremely disgusting","6, Extremely disgusting",2,5,"0, Not disgusting at all",2,0,20 or more,20 or more,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",2 – very seldom,2 – very seldom,1 – never,2,1,1,1,5,5,1,2,5,2,5,4,4,"6, Strongly agree","6, Strongly agree",2,5,5,4
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:40,,,,,3204191604,43,Female,Female,Latino/Hispanic,,Mexico,,Other (please specify),Atheist,,,,,,,,,,,2,Rarely,Not at all,Less often,Never,Never,4,3,5,5,"0, Not disgusting at all",2,3,2,3,5,3,4,5,2,3,5,"6, Extremely disgusting",5,2,2,3,1,0,0,5,3,7,3 – about once every two or three months,2 – very seldom,2 – very seldom,4,2,1,3,4,4,4,5,3,4,5,5,4,5,3,5,3,3,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:40,,,,,7977558122,40,Male,Male,White/Caucasian,,United States,,Christian,,,,,,,,,,,Grace community life,100,Often,Very much so,One time a month,Once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",1,1,1,5,5,"9, Strongly agree",2 – very seldom,2 – very seldom,3 – about once every two or three months,3,1,1,1,5,5,5,"0, Strongly disagree","6, Strongly agree","6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree",4,"6, Strongly agree","0, Strongly disagree",3,"6, Strongly agree","6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,,,,,5784808388,25,Male,Male ,African,,Other (please specify),South Africa ,Christian,,Catholic,,,,,,,,,,85,Very often,Very much so,Once a week,More than once a week,Very often,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",3,4,2,5,1,1,1,"1, Strongly Disagree","1, Strongly Disagree",2,3 – about once every two or three months,2 – very seldom,2 – very seldom,3,1,2,1,4,5,3,5,"6, Strongly agree","6, Strongly agree",1,5,"6, Strongly agree","6, Strongly agree",5,3,"6, Strongly agree","6, Strongly agree","6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:40,,,,,2296655058,71,Female,female,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,"0, Not disgusting at all",2,3,5,"0, Not disgusting at all",5,5,4,3,"6, Extremely disgusting",5,3,5,2,3,3,5,2,"6, Extremely disgusting",3,3,0,2,2,7,7,4,3 – about once every two or three months,2 – very seldom,2 – very seldom,3,2,2,3,4,4,3,5,3,2,4,4,3,5,2,5,2,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,,,,,5839990873,22,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,10,Rarely,Not very much,Less often,Less often,Rarely,3,3,"6, Extremely disgusting",4,2,4,3,3,5,3,2,3,4,2,5,3,3,3,4,2,3,2,0,2,7,6,2,5 – about once every two weeks,3 – about once every two or three months,6 – about once a week,3,3,4,4,2,3,2,4,2,3,5,5,3,3,3,4,5,4,2
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:40,,,,,9057266547,31,Female,Female,African,,Other (please specify),South African,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Never,Rarely,3,5,"6, Extremely disgusting",5,3,4,3,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",3,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,"6, Extremely disgusting",0,1,2,5,"1, Strongly Disagree",3,2 – very seldom,2 – very seldom,4 – about once a month,5,3,1,1,4,5,3,5,2,1,5,5,1,"6, Strongly agree",1,"6, Strongly agree",1,1,"0, Strongly disagree"
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:40,,,,,7432749956,22,Male,male,African,,Other (please specify),south african,Christian,,,,,,,,,,,seventh day adventist,80,Occasionally,Very much so,More than once a week,More than once a week,Often,2,2,5,"6, Extremely disgusting","0, Not disgusting at all",2,2,3,"6, Extremely disgusting",2,3,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",4,0,0,0,5,"1, Strongly Disagree",7,3 – about once every two or three months,3 – about once every two or three months,2 – very seldom,3,1,1,3,4,5,3,4,4,5,4,3,3,"6, Strongly agree","6, Strongly agree",4,2,4,3
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:40,,,,,3208503908,25,Male,male,Latino/Hispanic,,Other (please specify),Chile,None,,,,,,,,,,,,30,Often,Quite a bit,Less often,Less often,Occasionally,4,4,3,"6, Extremely disgusting","0, Not disgusting at all",2,3,2,2,2,3,4,3,3,4,2,"6, Extremely disgusting",4,2,2,3,1,0,0,4,2,3,2 – very seldom,1 – never,1 – never,4,1,3,1,4,4,3,2,"6, Strongly agree",5,3,3,"6, Strongly agree",4,4,5,3,3,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:40,,,,,738895074,26,Male,Male,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,5,Rarely,Not very much,Less often,Never,Never,2,2,5,5,2,2,2,4,3,4,3,5,4,3,4,5,5,4,3,4,3,0,0,0,"1, Strongly Disagree","1, Strongly Disagree",5,6 – about once a week,2 – very seldom,1 – never,3,2,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,,,,,7837272291,31,Female,Female,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,14,Never,Not very much,A few times a year,Never,Never,2,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",4,2,3,3,2,3,5,2,"6, Extremely disgusting",5,3,2,"6, Extremely disgusting",0,0,0,"9, Strongly agree",3,6,2 – very seldom,2 – very seldom,2 – very seldom,2,1,1,1,5,5,4,4,1,3,"0, Strongly disagree",4,4,4,5,5,4,5,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,,,,,2374898426,30,Female,female,African,,Other (please specify),south africa,Christian,,,,,,,,,Baptist,,,92,Often,Very much so,More than once a week,More than once a week,Very often,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,4,3,3,3,"6, Extremely disgusting",4,4,"0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",3,2,4,2,4,4,1,1,1,"1, Strongly Disagree",2,"9, Strongly agree",1 – never,1 – never,1 – never,5,1,1,2,2,5,3,4,3,3,4,4,3,3,"6, Strongly agree",3,4,4,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:39,,,,,8753896170,24,Female,Female,White/Caucasian,,Other (please specify),Australia ,Christian,,,,,,,,,,,Jehovah’s Witness,100,Very often,Very much so,More than once a week,More than once a week,Often,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",2,5,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",4,0,2,3,"1, Strongly Disagree","1, Strongly Disagree",8,2 – very seldom,1 – never,1 – never,3,1,1,4,4,5,4,5,3,3,5,2,5,5,4,"6, Strongly agree",2,1,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,,,,,5192137338,30,Male,Male,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,0,Never,Not at all,Never,Never,Never,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting","6, Extremely disgusting",3,4,"0, Not disgusting at all",4,3,2,2,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",7 – several times per week,4 – about once a month,2 – very seldom,5,1,1,3,5,5,1,4,4,4,4,4,4,"6, Strongly agree",4,5,"0, Strongly disagree","0, Strongly disagree",5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,,,,,7507695311,26,Male,Male,East Asian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,2,3,"6, Extremely disgusting",5,3,2,3,3,2,4,3,5,3,2,5,"6, Extremely disgusting",2,2,4,"0, Not disgusting at all",3,0,0,0,7,6,8,4 – about once a month,2 – very seldom,3 – about once every two or three months,4,1,3,1,5,5,3,4,5,5,5,3,4,"6, Strongly agree",2,4,3,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,,,,,2020839493,49,Male,Male,White/Caucasian,,France,,None,,,,,,,,,,,,1,Never,Not at all,Never,Never,Never,3,2,5,5,"0, Not disgusting at all",4,5,4,2,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",2,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",0,5–6,5–6,6,6,4,4 – about once a month,4 – about once a month,7 – several times per week,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,,,,,3247530684,18,Male,male,Middle Eastern,,United Kingdom,,None,,,,,,,,,,,,0,Never,Not very much,Never,Never,Never,"0, Not disgusting at all",5,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,3,2,2,2,3,"6, Extremely disgusting","6, Extremely disgusting",2,4,3,"6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all",5,0,0,0,8,6,3,9 – at least once a day,7 – several times per week,4 – about once a month,4,1,1,1,5,4,4,3,4,1,2,4,4,5,3,5,3,5,3
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:39,,,,,765615574,29,Female,female,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,20,Occasionally,Not very much,Never,Never,Rarely,3,4,"6, Extremely disgusting",4,"0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all",3,4,"6, Extremely disgusting",5,3,4,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting",1,0,1,7,3,5,4 – about once a month,2 – very seldom,1 – never,3,2,2,3,5,5,3,3,5,2,4,5,5,"6, Strongly agree","6, Strongly agree","6, Strongly agree",4,5,5
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:39,,,,,8280179683,27,Female,Woman,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7–9,20 or more,7,"9, Strongly agree","1, Strongly Disagree",7 – several times per week,7 – several times per week,2 – very seldom,5,2,4,2,3,3,3,4,3,5,1,"6, Strongly agree",4,"6, Strongly agree",2,4,5,4,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,,,,,5830695297,20,Female,female,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,14,Rarely,Quite a bit,Less often,Less often,Rarely,"0, Not disgusting at all",2,2,"0, Not disgusting at all",2,3,2,2,2,3,4,4,4,2,4,"0, Not disgusting at all",5,4,3,4,4,0,0,0,8,7,6,5 – about once every two weeks,3 – about once every two or three months,2 – very seldom,5,4,3,3,4,4,4,5,4,5,4,3,4,4,3,5,2,4,3
